product_name,product_brand,rating,reviews
Cat Toy,Yodel,3.1,797
Cat Toy,Yodo,4.8,790
Cat Toy,Yodoo,2.8,423
Cat Toy,Yombu,3.6,289
Cat Toy,Yotz,4.4,921
Cat Toy,Youbridge,1.7,389
Cat Toy,Youfeed,2.4,497
Cat Toy,Youopia,1.5,128
Cat Toy,Youspan,1.5,203
Cat Toy,Youtags,2.4,433
Cat Toy,Yoveo,3.9,366
Cat Toy,Yozio,4.7,508
Cat Toy,Zava,2.7,586
Cat Toy,Zazio,3.9,660
Cat Toy,Zoombeat,3.4,972
Cat Toy,Zoombox,1.2,181
Cat Toy,Zoomcast,2.8,776
Cat Toy,Zoomdog,2.0,997
Cat Toy,Zoomlounge,4.8,201
Cat Toy,Zoomzone,4.8,839
Cat Toy,Zooveo,1.2,633
Cat Toy,Zoovu,1.4,68
Cat Toy,Zooxo,1.8,85
Cat Toy,Zoozzy,3.4,616
Dog Food,Abata,2.3,112
Dog Food,Abatz,3.7,450
Dog Food,Agimba,4.7,359
Dog Food,Agivu,4.9,73
Dog Food,Aibox,3.9,927
Dog Food,Ailane,1.1,820
Dog Food,Aimbo,2.7,775
Dog Food,Aimbu,3.0,318
Dog Food,Ainyx,4.1,312
Dog Food,Aivee,2.4,427
Dog Food,Avamba,3.4,714
Dog Food,Avamm,5.0,592
Dog Food,Avavee,4.6,567
Dog Food,Avaveo,1.8,359
Dog Food,Babbleblab,4.1,885
Dog Food,Babbleopia,4.3,631
Dog Food,Babbleset,2.3,809
Dog Food,Babblestorm,2.4,918
Dog Food,Blognation,4.9,861
Dog Food,Blogpad,4.5,951
Dog Food,Blogspan,2.2,7
Dog Food,Blogtag,1.1,367
Dog Food,Blogtags,2.9,875
Dog Food,BlogXS,3.5,39
Dog Food,Bluejam,3.7,157
Dog Food,Bluezoom,4.6,324
Dog Food,Brainbox,3.2,216
Dog Food,Brainlounge,4.5,111
Dog Food,Brainsphere,3.6,175
Dog Food,Brainverse,1.4,225
Dog Food,Brightbean,2.8,417
Dog Food,Brightdog,1.8,543
Dog Food,Browseblab,2.5,172
Dog Food,Browsebug,3.7,272
Dog Food,Browsecat,3.8,450
Dog Food,Browsedrive,1.3,703
Dog Food,Browsetype,3.5,808
Dog Food,Browsezoom,4.2,309
Dog Food,Bubblebox,3.2,167
Dog Food,Bubblemix,3.0,893
Dog Food,Bubbletube,3.8,234
Dog Food,Buzzbean,3.7,490
Dog Food,Buzzdog,2.7,466
Dog Food,Buzzshare,3.1,554
Dog Food,Buzzster,3.2,353
Dog Food,Camido,1.6,303
Dog Food,Camimbo,2.8,473
Dog Food,Centidel,3.8,442
Dog Food,Centimia,1.1,202
Dog Food,Centizu,2.8,549
Dog Food,Chatterbridge,4.4,406
Dog Food,Chatterpoint,4.4,981
Dog Food,Cogibox,3.6,686
Dog Food,Cogidoo,4.3,606
Dog Food,Cogilith,3.8,99
Dog Food,Dabfeed,2.6,356
Dog Food,Dabjam,4.7,750
Dog Food,Dablist,2.2,415
Dog Food,Dabshots,3.3,955
Dog Food,Dabtype,2.7,267
Dog Food,Dabvine,2.5,98
Dog Food,Gabvine,2.8,380
Dog Food,DabZ,4.8,966
Dog Food,Dazzlesphere,4.6,419
Dog Food,Demimbu,2.1,775
Dog Food,Demivee,1.7,813
Dog Food,Demizz,2.6,422
Dog Food,Devbug,2.7,913
Dog Food,Devcast,4.0,157
Dog Food,Devify,2.7,110
Dog Food,Devpoint,1.2,705
Dog Food,Devpulse,2.0,206
Dog Food,Devshare,4.5,6
Dog Food,Digitube,3.2,594
Dog Food,Divanoodle,3.6,440
Dog Food,Divape,1.9,92
Dog Food,Divavu,2.3,50
Dog Food,Dynabox,4.1,324
Dog Food,Dynava,3.4,743
Dog Food,Dynazzy,2.3,929
Dog Food,Eabox,4.4,799
Dog Food,Eadel,1.9,564
Dog Food,Eamia,1.3,531
Dog Food,Eare,2.1,289
Dog Food,Eayo,1.5,148
Dog Food,Eazzy,2.3,993
Dog Food,Edgeblab,1.9,45
Dog Food,Edgeclub,2.9,12
Dog Food,Edgeify,4.8,868
Dog Food,Edgepulse,1.9,777
Dog Food,Edgetag,1.4,456
Dog Food,Edgewire,1.3,410
Dog Food,Eidel,4.9,384
Dog Food,Eimbee,2.6,263
Dog Food,Einti,2.3,659
Dog Food,Eire,4.5,224
Dog Food,Fadeo,3.7,28
Dog Food,Fanoodle,1.6,816
Dog Food,Fatz,4.4,214
Dog Food,Feedbug,1.5,214
Dog Food,Feedfire,5.0,447
Dog Food,Feedfish,4.9,537
Dog Food,Feedmix,3.0,798
Dog Food,Feednation,4.5,504
Dog Food,Feedspan,1.1,323
Dog Food,Fivebridge,2.9,678
Dog Food,Fivechat,1.0,144
Dog Food,Fiveclub,2.2,107
Dog Food,Fivespan,3.9,10
Dog Food,Flashdog,1.4,231
Dog Food,Flashpoint,1.5,159
Dog Food,Flashset,2.4,374
Dog Food,Flashspan,2.1,272
Dog Food,Flipbug,2.4,569
Dog Food,Flipopia,3.6,576
Dog Food,Flipstorm,1.9,699
Dog Food,Fliptune,1.9,703
Dog Food,Gabcube,3.4,925
Dog Food,Gabspot,4.8,283
Dog Food,Gabtune,4.0,235
Dog Food,Gabtype,2.8,485
Dog Food,Meetz,1.6,414
Dog Food,Geba,1.3,394
Dog Food,Gevee,3.3,30
Dog Food,Gigabox,4.1,831
Dog Food,Gigaclub,1.7,1000
Dog Food,Gigashots,1.9,339
Dog Food,Gigazoom,1.9,570
Dog Food,Innojam,1.8,907
Dog Food,Innotype,2.2,553
Dog Food,InnoZ,4.7,172
Dog Food,Izio,1.2,136
Dog Food,Jabberbean,1.9,55
Dog Food,Jabbercube,3.8,995
Dog Food,Jabbersphere,3.7,402
Dog Food,Jabberstorm,2.5,266
Dog Food,Jabbertype,2.8,460
Dog Food,Jaloo,1.1,922
Dog Food,Jamia,2.5,638
Dog Food,Janyx,4.4,363
Dog Food,Jatri,2.9,555
Dog Food,Jaxbean,2.3,818
Dog Food,Jaxnation,2.6,887
Dog Food,Jaxspan,4.5,319
Dog Food,Jaxworks,3.4,386
Dog Food,Jayo,2.0,612
Dog Food,Jazzy,5.0,107
Dog Food,Jetpulse,2.1,303
Dog Food,Jetwire,4.8,640
Dog Food,JumpXS,2.3,116
Dog Food,Kamba,2.5,699
Dog Food,Kanoodle,4.0,453
Dog Food,Kare,2.8,693
Dog Food,Katz,1.2,173
Dog Food,Kaymbo,4.8,924
Dog Food,Kayveo,1.2,157
Dog Food,Kazio,1.0,886
Dog Food,Kazu,1.9,642
Dog Food,Kimia,2.3,14
Dog Food,Kwideo,2.7,343
Dog Food,Kwilith,1.6,448
Dog Food,Kwimbee,3.3,219
Dog Food,Meevee,1.2,218
Dog Food,Kwinu,3.3,849
Dog Food,Lajo,2.1,694
Dog Food,Latz,3.4,778
Dog Food,Layo,3.0,555
Dog Food,Lazz,2.4,594
Dog Food,Lazzy,1.8,977
Dog Food,Leenti,3.2,74
Dog Food,Leexo,4.3,392
Dog Food,Linkbridge,1.3,163
Dog Food,Linkbuzz,4.7,344
Dog Food,Linklinks,3.1,119
Dog Food,Linktype,3.5,856
Dog Food,Livefish,1.4,473
Dog Food,Livepath,3.1,278
Dog Food,Livetube,4.2,348
Dog Food,LiveZ,2.4,400
Dog Food,Meedoo,4.6,939
Dog Food,Meejo,3.1,135
Dog Food,Meembee,3.2,722
Dog Food,Meemm,1.5,401
Dog Food,Meeveo,2.8,800
Dog Food,Meezzy,3.2,287
Dog Food,Miboo,1.4,182
Dog Food,Midel,1.8,740
Dog Food,Minyx,1.7,361
Dog Food,Mita,1.5,703
Dog Food,Mudo,4.6,927
Dog Food,Muxo,3.6,388
Dog Food,Mybuzz,2.0,872
Dog Food,Mycat,3.9,910
Dog Food,Mydeo,5.0,101
Dog Food,Mydo,2.8,681
Dog Food,Mymm,3.8,327
Dog Food,Mynte,3.2,360
Dog Food,Myworks,1.6,348
Dog Food,Nlounge,3.1,966
Dog Food,Npath,3.6,790
Dog Food,Ntag,3.9,86
Dog Food,Ntags,4.9,682
Dog Food,Oba,4.4,620
Dog Food,Oloo,3.0,818
Dog Food,Quamba,3.7,67
Dog Food,Omba,1.2,939
Dog Food,Ooba,3.0,369
Dog Food,Oodoo,2.5,665
Dog Food,Oozz,4.8,201
Dog Food,Oyoba,3.8,855
Dog Food,Oyoloo,2.7,879
Dog Food,Oyonder,1.3,497
Dog Food,Oyondu,4.1,387
Dog Food,Oyope,4.9,111
Dog Food,Oyoyo,4.9,231
Dog Food,Ozu,2.6,81
Dog Food,Photobean,1.8,529
Dog Food,Photobug,2.7,460
Dog Food,Photofeed,1.9,969
Dog Food,Photojam,1.3,191
Dog Food,Photolist,1.9,679
Dog Food,Photospace,1.6,708
Dog Food,Pixoboo,1.0,488
Dog Food,Pixonyx,1.6,453
Dog Food,Pixope,2.1,427
Dog Food,Plajo,1.3,304
Dog Food,Plambee,2.6,605
Dog Food,Podcat,3.4,392
Dog Food,Quatz,2.0,665
Dog Food,Quaxo,3.4,78
Dog Food,Quimba,3.7,460
Dog Food,Quimm,1.2,121
Dog Food,Quinu,2.3,217
Dog Food,Quire,4.7,979
Dog Food,Realblab,4.9,909
Dog Food,Realbridge,3.6,644
Dog Food,Realbuzz,2.9,27
Dog Food,Realcube,4.3,80
Dog Food,Realfire,2.7,261
Dog Food,Reallinks,4.5,21
Dog Food,Realmix,3.5,819
Dog Food,Realpoint,4.7,249
Dog Food,Rhybox,2.6,871
Dog Food,Rhycero,2.2,131
Dog Food,Rhyloo,4.7,959
Dog Food,Rhynoodle,2.0,700
Dog Food,Rhynyx,1.5,265
Dog Food,Rhyzio,3.7,425
Dog Food,Riffpath,3.5,221
Dog Food,Riffpedia,1.3,927
Dog Food,Riffwire,4.6,801
Dog Food,Roodel,3.1,322
Dog Food,Roombo,4.8,975
Dog Food,Roomm,3.5,506
Dog Food,Rooxo,2.1,398
Dog Food,Shufflebeat,3.5,294
Dog Food,Shuffledrive,2.0,912
Dog Food,Shufflester,3.0,648
Dog Food,Shuffletag,1.7,41
Dog Food,Skaboo,1.1,565
Dog Food,Skajo,1.9,859
Dog Food,Skalith,1.2,966
Dog Food,Skiba,2.4,909
Dog Food,Skibox,1.4,248
Dog Food,Skidoo,4.4,830
Dog Food,Skilith,3.7,151
Dog Food,Skimia,3.3,430
Dog Food,Skinder,2.5,433
Dog Food,Skinix,3.7,125
Dog Food,Skinte,4.4,513
Dog Food,Skipfire,1.8,318
Dog Food,Skippad,4.9,317
Dog Food,Skipstorm,2.9,323
Dog Food,Skiptube,2.7,57
Dog Food,Skivee,2.6,461
Dog Food,Skyba,2.2,172
Dog Food,Skyble,3.6,440
Dog Food,Skyndu,3.5,912
Dog Food,Skynoodle,1.2,664
Dog Food,Skyvu,3.6,35
Dog Food,Snaptags,4.7,63
Dog Food,Tagcat,3.4,201
Dog Food,Tagchat,4.1,559
Dog Food,Tagfeed,2.0,125
Dog Food,Tagopia,1.4,761
Dog Food,Tagpad,2.2,758
Dog Food,Tagtune,3.9,803
Dog Food,Talane,3.9,459
Dog Food,Tambee,2.1,401
Dog Food,Tanoodle,3.3,450
Dog Food,Tavu,2.6,128
Dog Food,Tazz,3.3,798
Dog Food,Tazzy,1.8,961
Dog Food,Tekfly,2.9,464
Dog Food,Teklist,4.1,511
Dog Food,Thoughtbeat,1.4,358
Dog Food,Thoughtblab,1.0,138
Dog Food,Thoughtbridge,4.0,26
Dog Food,Thoughtmix,4.2,211
Dog Food,Thoughtsphere,4.1,243
Dog Food,Thoughtstorm,2.9,957
Dog Food,Thoughtworks,2.2,883
Dog Food,Topdrive,1.5,120
Dog Food,Topicblab,4.2,53
Dog Food,Topiclounge,2.6,915
Dog Food,Topicshots,4.2,122
Dog Food,Topicstorm,3.3,137
Dog Food,Topicware,4.6,584
Dog Food,Topiczoom,2.4,337
Dog Food,Trilia,4.8,59
Dog Food,Trilith,3.8,837
Dog Food,Trudeo,3.7,341
Dog Food,Trudoo,4.9,837
Dog Food,Trunyx,4.5,362
Dog Food,Trupe,4.9,672
Dog Food,Twimbo,4.5,410
Dog Food,Twimm,3.5,911
Dog Food,Twinder,1.3,995
Dog Food,Twinte,4.5,943
Dog Food,Twitterbeat,4.2,781
Dog Food,Twitterbridge,2.7,934
Dog Food,Twitterlist,1.8,84
Dog Food,Twitternation,1.1,629
Dog Food,Twitterwire,1.9,232
Dog Food,Twitterworks,3.5,427
Dog Food,Twiyo,4.5,840
Dog Food,Vidoo,1.1,16
Dog Food,Vimbo,2.7,104
Dog Food,Vinder,3.2,785
Dog Food,Vinte,4.7,91
Dog Food,Vipe,4.9,935
Dog Food,Vitz,1.8,990
Dog Food,Viva,1.4,319
Dog Food,Voolia,3.8,498
Dog Food,Voolith,2.4,361
Dog Food,Voomm,1.3,459
Dog Food,Voonder,3.4,300
Dog Food,Voonix,1.5,601
Dog Food,Voonte,1.5,313
Dog Food,Voonyx,4.8,934
Dog Food,Wikibox,2.5,428
Dog Food,Wikido,3.5,216
Dog Food,Wikivu,2.4,490
Dog Food,Wikizz,4.1,119
Dog Food,Wordify,1.6,164
Dog Food,Wordpedia,5.0,898
Dog Food,Wordtune,2.1,38
Dog Food,Wordware,2.5,614
Dog Food,Yabox,1.1,622
Dog Food,Yacero,1.7,490
Dog Food,Yadel,4.4,377
Dog Food,Yakidoo,3.1,603
Dog Food,Yakijo,2.8,680
Dog Food,Yakitri,3.4,869
Dog Food,Yambee,1.8,924
Dog Food,Yamia,2.5,159
Dog Food,Yata,2.3,795
Dog Food,Yodel,4.4,604
Dog Food,Yodo,1.3,466
Dog Food,Yodoo,4.8,406
Dog Food,Yombu,3.4,931
Dog Food,Yotz,4.4,610
Dog Food,Youbridge,4.1,827
Dog Food,Youfeed,2.0,370
Dog Food,Youopia,3.5,527
Dog Food,Youspan,1.8,897
Dog Food,Youtags,2.2,104
Dog Food,Yoveo,3.5,672
Dog Food,Yozio,4.4,831
Dog Food,Zava,4.3,675
Dog Food,Zazio,2.3,936
Dog Food,Zoombeat,1.5,271
Dog Food,Zoombox,1.2,192
Dog Food,Zoomcast,4.0,59
Dog Food,Zoomdog,1.9,669
Dog Food,Zoomlounge,4.0,982
Dog Food,Zoomzone,4.2,278
Dog Food,Zoonder,1.1,945
Dog Food,Zoonoodle,3.9,850
Dog Food,Zooveo,2.9,906
Dog Food,Zoovu,1.3,67
Dog Food,Zooxo,4.7,46
Dog Food,Zoozzy,1.6,499
